STN,LON,LAT,STN_SP,HT,HT_WD,LAU,STN,STN_KO,STN_EN,FCT_ID,LAW_ID,BASIN
863,126.43165,33.47688,1111000,52.65,0,4184,184,외도,----,11G00200,5011012300,331
864,127.15497,35.82149,1211110,54.51,18.4,4109,146,완산,----,11F10201,4511112100,271
865,126.52202,33.45766,1111000,233.9,0,4109,184,오등,----,11G00200,5011013400,331
866,126.59777,33.43023,1111000,588.19,0,4111,184,한라생태숲,----,11G00300,5011013200,331
867,126.53049,33.37694,1111000,1503.33,0,4109,184,삼각봉,----,11G00300,5011012000,331
868,126.49802,33.37598,1111000,1392.53,0,4109,184,사제비,----,11G00300,5011025321,331
869,126.4964,33.34832,1111000,1260.2,0,4184,184,영실,----,11G00300,5013011800,331
870,126.55571,33.36978,11110000,1488.56,0,4184,184,진달래밭,----,11G00300,5013025328,331
871,126.51811,33.3623,11110000,1665.71,0,4184,184,윗세오름,----,11G00300,5011025321,331
872,127.75642,35.31924,11110000,869.44,0,4192,155,지리산,----,11H20703,4886036021,172
873,127.9702,37.2557,11110000,898.26,0,4114,105,원주백운산,----,11D10401,4213038022,286
874,127.21967,38.14162,1111000,168,0,4109,101,동송,----,11D10101,4278025925,293
875,128.4606,38.1211,1111000,1595.71,0,4109,105,설악산,----,11D20101,4283031033,282
876,129.16214,37.45003,1110000,57.07,0,4105,105,삼척,----,11D20602,4223010600,284
877,127.80486,37.31339,1111000,59.23,0,4111,105,문막,----,11D10401,4213025024,286
878,129.09609,37.22379,1110000,817.04,0,4106,105,도계,----,11D20300,4223025032,284
881,126.52885,35.72945,1110000,10.49,0,4243,146,새만금,----,21F10602,4580036026,274
882,126.60423,35.25179,1111000,106.65,10,4109,156,상무대,----,11F20502,4688034024,241
883,126.35989,33.36233,1111000,435,0,4109,184,새별오름,----,11G00200,5011025339,331
884,126.5176,33.25927,1110000,173.45,0,4184,184,기상(과),----,11G00400,5013010300,331
885,126.67846,33.33143,1111000,244.29,0,4184,184,태풍센터,----,11G00400,5013025323,331
886,126.59117,35.95048,1110000,5.79,0,4140,146,군산산단,----,21F10501,4513015200,273
888,127.49078,36.46267,1110000,94.44,10,4131,131,청남대,----,11C10301,4311135032,321
889,126.97652,37.50036,1111000,16.23,0,4108,109,현충원,----,11B10101,1159010700,101
890,126.73362,33.38535,1111000,275.2,10,4109,184,제주가시리,----,11G00100,5013032024,331
892,126.85127,33.45011,1111000,102.47,0,4184,184,성산수산,----,11G00100,5013025925,----
893,126.32745,33.46592,1111000,5.24,0,4184,184,애월,----,11G00200,5011025334,331
894,126.95685,37.39436,W0000000,77.92,0,4109,119,안양동안,----,11B20602,4117310200,----
895,126.86531,37.47867,W0000000,52.69,0,4109,119,광명철산,----,11B10103,4121010200,----
896,126.93534,37.36148,W0000000,84.71,0,4109,119,군포금정,----,11B20610,4141010500,----
897,126.96884,37.34452,W0000000,80.4,0,4109,119,의왕고천,----,11B20609,4143010100,----
898,129.3860107,35.50491883,11111000,4,0,4109,152,장생포,----,11H20101,3114011900,161
899,128.5821,35.22358,11111000,24,0,4109,155,마산회원,----,11H20301,4812710500,171
900,129.14356,35.62027,1110000,117.49,0,4152,152,두서,----,11H20101,3171037022,161
901,129.43531,35.48678,1110000,67.64,0,4152,152,울기,----,11H20101,3117010100,161
902,127.81897,35.24229,1110000,137.13,0,4192,155,시천,----,11H20703,4886036027,172
903,128.51486,35.40387,1111000,14.86,0,4109,152,도천,----,11H20604,4874040027,162
904,128.96753,35.13695,1111000,3.55,0,4109,159,사상,----,11H20201,2653010500,151
905,129.04288,35.4414,1111000,83.57,0,4159,152,양산상북,----,11H20102,4833033000,161
906,127.64269,35.23236,1111000,89.59,0,4192,155,화개,----,11H20702,4885031000,172
907,128.06313,34.93211,1111000,29.46,0,4162,155,삼천포,----,11H20402,4824011700,171
908,128.7537,35.11221,1110000,11.74,0,4155,155,진해,----,11H20301,4812914700,171
909,128.73825,34.78774,1111000,109.74,0,4294,159,서이말,----,11H20403,4831031024,153
910,129.07421,35.06609,1111000,138.96,0,4111,159,영도,----,11H20201,2620012100,151
911,128.57715,34.64893,1111000,69.02,0,4111,159,매물도,----,11H20401,4822036028,152
912,127.77836,35.52627,1111000,140.33,0,4109,155,백천,----,11H20501,4887025027,173
913,127.98155,34.7238,1101000,19.65,0,4295,159,상주면,----,11H20405,4884032022,151
914,127.71556,35.63763,1111000,353.86,0,4284,155,서하,----,11H20501,4887037025,173
915,128.10178,35.41353,1111000,85.28,0,4111,152,삼가,----,11H20503,4889043028,161
916,127.96696,35.31111,1110000,55,0,4289,155,단성,----,11H20703,4886037022,173
917,128.06768,35.03694,1111000,25.79,0,4019,155,사천,----,11H20402,4824033026,171
918,128.33089,34.99052,1111000,7.03,0,4162,159,고성,----,11H20404,4882025032,152
919,128.47669,35.55142,1111000,24.3,0,4288,152,창녕,----,11H20604,4874036025,162
920,128.39942,35.29613,1111000,8.39,0,4111,155,함안,----,11H20603,4873025031,171
921,128.83141,34.99308,1110000,75.63,0,4159,159,가덕도,----,11H20201,2644012200,151
922,128.92911,35.48645,1100000,138.03,0,4159,152,단장,----,11H20601,4827035031,161
923,129.25113,35.27505,1111000,65.99,0,4159,159,기장,----,11H20201,2671031022,151
924,129.36028,35.35866,1111000,22.23,0,4111,152,간절곶,----,11H20101,3171031025,161
925,128.82299,35.37435,1110000,8.68,0,4159,159,생림,----,11H20304,4825035025,151
926,128.47483,35.12624,1111000,13.33,0,4109,155,진북,----,11H20301,4812533000,171
927,128.88365,35.58197,1111000,126.74,0,4109,152,송백,----,11H20601,4827034021,162
929,128.30701,35.11369,1111000,129.52,0,4109,159,개천,----,11H20404,4882038021,152
930,128.23814,34.80992,1111000,6.64,0,4111,159,사량도,----,11H20401,4822037000,152
931,128.27352,34.62231,1111000,73.47,0,4111,159,욕지도,----,11H20401,4822035021,152
932,127.76664,35.06058,1111000,4.47,0,4192,155,하동,----,11H20704,4885025024,172
933,127.83238,34.99676,1111000,32.22,0,4109,155,금남,----,11H20406,4885036027,172
934,127.92848,35.2214,1100000,82.8,0,4192,155,수곡,----,11H20701,4817046022,172
935,128.34114,35.56979,1111000,23.63,0,4109,152,청덕,----,11H20503,4889039033,161
936,128.2023,35.33263,1111000,61.21,0,4109,155,신포,----,11H20602,4872032023,172
937,129.16235,35.17611,1110000,63.72,0,4159,159,해운대,----,11H20201,2635010500,151
938,129.01929,35.15888,1111000,114.38,0,4109,159,부산진,----,11H20201,2623011100,151
939,129.10348,35.2932,1111000,49.26,0,4109,159,금정구,----,11H20201,2641010100,151
940,129.09013,35.20914,1110000,70.07,0,4159,159,동래,----,11H20201,2626010500,151
941,129.00258,35.21304,1111000,6.94,0,4109,159,북구,----,11H20201,2632010400,151
942,129.08841,35.11863,1111000,124.26,0,4109,159,부산남구,----,11H20201,2629011100,151
943,129.37528,35.66738,1110000,470.43,0,4152,152,매곡,----,11H20101,3120010300,161
944,128.57005,35.38516,1100000,10.05,0,4288,152,길곡,----,11H20604,4874041021,162
945,127.9901,35.53452,1111000,231.31,0,4109,152,대병,----,11H20503,4889045026,161
946,127.81826,35.78,1111000,324.25,0,4284,152,북상,----,11H20502,4888034022,163
947,128.5908,34.72193,1111000,30.51,0,4109,159,명사,----,11H20403,4831033022,153
948,127.83448,35.31074,1111000,140.43,0,4289,155,삼장,----,11H20703,4886035025,173
949,129.4412,35.6375,1111000,8,0,4152,152,정자,----,11H20101,3120011800,161
950,128.98393,35.09004,1110000,127,0,4159,159,사하,----,11H20201,2638010400,151
951,126.90733,35.50869,1110000,105.9,0,4245,146,내장산,----,11F10203,4518011900,276
953,128.67977,34.99839,1110000,30.87,0,4294,159,장목,----,11H20403,4831039026,153
954,129.36011,35.43103,1110000,53.92,0,4152,152,온산,----,11H20101,3171025030,161
955,126.3933333,37.325,70011000,18,0,4111,112,서수도,Seosudo,11B20201,2872037000,231
956,125.9767,36.77,70011000,16,0,4111,177,가대암,Gadaeam,11C20102,4482533000,231
957,126.225,35.98666667,11000,95,0,4140,146,십이동파,Sibidongpa,21F10501,4513039022,231
958,126.245,35.61333333,70011000,15,0,4111,146,갈매여,Galmaeyeo,21F10602,4580042000,231
959,126.0266667,34.26333333,70011000,12,0,4111,156,해수서,Haesuseo,21F20201,4690036000,231
960,126.6542,33.22333,70011000,18,0,4109,184,지귀도,Jiguido,11G00400,5013025327,231
961,127.85778,34.285,11000,27,0,0,156,간여암,Ganyoam,11F20401,4613034026,231
963,129.475,35.5667,70011000,16,0,4111,152,이덕서,Idukseo,11H20101,3117000000,231
964,126.81574,34.45902,1111000,49.92,0,4111,165,마량,----,11F20303,4681040024,255
965,126.533,33.35236111,1110000,1576,0,4111,184,한라산남벽,----,11G00300,5013011100,331
966,126.3856,37.1161,111000,38,0,4119,112,풍도,----,11B20203,4127311200,121
967,126.6128,37.1189,111000,70,0,4119,112,도리도,----,11B20604,4159035032,121
970,127.25024,38.2016,Y1111111,179.45,0,4111,101,철원장흥,----,11D10101,4278025923,293
972,128.6834,36.54983,Y1111111,88.62,0,4136,136,안동옥동,----,11H10501,4717013300,----
973,126.94961,35.0233,Y1111111,39.64,0,4174,156,화순능주,----,11F20505,4679035031,----
974,128.15605,35.24435,Y1210111,16.78,0,4111,155,대곡,----,11H20701,4817040024,172
977,127.46688,36.72455,Y1210111,40.35,0,4111,131,오창가곡,----,11C10301,4311425300,321
978,127.77626,37.95461,Y1210111,140.37,0,4111,101,춘천신북,----,11D10301,4211025023,291
980,126.48951,33.26062,Y1110111,141.84,0,4111,184,강정,----,11G00400,5013011600,331
984,129.127,35.091,70011000,35.9,0,4111,159,오륙도,----,11H20200,2629000000,231
989,126.32988,33.25786,1111000,90,0,4111,184,안덕화순,----,11G00400,5013031021,331
990,126.23053,33.31821,1111000,76,0,4109,184,낙천,----,11G00500,5011031029,331
991,128.44562,35.80279,1111000,27.5,0,4109,143,옥포,----,11H10701,2771026221,181
992,128.4464,35.9062,1111000,35.5,0,4109,143,하빈,----,11H10701,2771033026,181
